,Uid,rainfall_in
200,-159.31971_22.09177,43.2931861877
201,-159.31806_22.09195,42.594272613499996
202,-159.31793_22.09249,42.594272613499996
203,-159.31197_22.09235,41.056022644
204,-159.31443_22.09406,42.2565803528
205,-159.32164_22.09518,44.3833732605
206,-159.32716_22.09724,46.4196815491
207,-159.32593_22.09682,46.4196815491
208,-159.32070_22.09429,43.5999336243
209,-159.31424_22.08443,40.9266052246
210,-159.34000_22.10189,54.105136871300004
211,-159.34721_22.10261,59.1632385254
212,-159.35758_22.09746,64.4948120117
213,-159.35852_22.09706,64.4948120117
214,-159.35951_22.09666,66.31978607180001
215,-159.32992_22.08121,45.497997283900006
216,-159.32813_22.08156,45.497997283900006
217,-159.32687_22.08231,44.7767181396
218,-159.33461_22.09988,51.0463943481
219,-159.33545_22.09996,51.0463943481
220,-159.32257_22.09153,44.0671806335
221,-159.31995_22.09260,43.2931861877
222,-159.33129_22.09727,48.3842468262
223,-159.33523_22.09677,50.5866088867
224,-159.33171_22.10066,49.2740325928
225,-159.32560_22.09394,46.078769683800004
226,-159.32795_22.09391,46.9914627075
227,-159.32811_22.09398,46.9914627075
228,-159.33305_22.10971,52.734355926499994
229,-159.29953_22.11211,41.4656715393
230,-159.33989_22.18501,51.5514411926
231,-159.31777_22.15893,47.775959014899996
232,-159.31286_22.13298,47.3242416382
233,-159.29999_22.14034,42.382705688499996
234,-159.29994_22.14063,42.382705688499996
235,-159.31523_22.13820,48.871074676499994
236,-159.30947_22.14347,45.10632705689999
237,-159.30434_22.14599,43.2965583801
238,-159.30722_22.14427,44.2163391113
239,-159.30466_22.14401,43.385307311999995
240,-159.30468_22.14475,43.385307311999995
241,-159.30097_22.14343,42.8165550232
242,-159.30731_22.13624,44.4749298096
243,-159.30718_22.13610,44.4749298096
244,-159.30681_22.15265,43.5484771729
245,-159.29934_22.14619,42.229888916
246,-159.30442_22.13596,43.6621513367
247,-159.30836_22.14962,44.7676010132
248,-159.31705_22.15691,48.437812805200004
249,-159.31661_22.15686,48.437812805200004
250,-159.31728_22.15815,48.437812805200004
251,-159.31083_22.16037,44.2202987671
252,-159.30891_22.15962,43.417804718
253,-159.31018_22.16429,43.4296569824
254,-159.31219_22.16566,43.719062805200004
255,-159.31291_22.16734,43.719062805200004
256,-159.34164_22.18872,50.631156921400006
257,-159.34616_22.19030,52.53722763060001
258,-159.33439_22.18831,45.595867157
259,-159.33391_22.19198,45.172565460200005
260,-159.33418_22.19381,44.927326202399996
261,-159.38609_22.20921,60.9456367493
262,-159.37355_22.20105,64.4016418457
263,-159.38233_22.19273,73.437789917
264,-159.35828_22.19403,59.8028869629
265,-159.38796_22.19830,70.0690765381
266,-159.38775_22.19939,68.1779022217
267,-159.38445_22.19215,75.83313751219998
268,-159.36370_22.19028,65.2013397217
269,-159.35926_22.18886,65.5816497803
270,-159.35409_22.19831,53.771320343
271,-159.35513_22.19982,54.0043678284
272,-159.39477_22.21995,55.7720451355
273,-159.39627_22.21828,57.4993019104
274,-159.41602_22.21862,59.3314666748
275,-159.41388_22.22139,57.817295074499995
276,-159.41025_22.20874,65.4421081543
277,-159.40973_22.20393,68.6892471313
278,-159.41845_22.21634,60.9054145813
279,-159.40759_22.20402,68.437286377
280,-159.40743_22.20429,68.437286377
281,-159.40668_22.21029,65.2483825684
282,-159.40605_22.20940,64.9725646973
283,-159.40425_22.20929,64.9725646973
284,-159.40372_22.20853,64.6471328735
285,-159.40500_22.20847,64.9725646973
286,-159.42924_22.19033,83.32962799069999
287,-159.42957_22.19111,83.32962799069999
288,-159.43213_22.20397,71.3462905884
289,-159.43156_22.20658,69.4533233643
290,-159.41986_22.21202,64.2346420288
291,-159.41505_22.20960,65.7263793945
292,-159.57513_22.22328,96.5802841187
293,-159.40543_22.20625,66.55127716060001
294,-159.40539_22.20604,66.55127716060001
295,-159.40416_22.20655,66.2214202881
296,-159.50240_22.20135,86.13777923579998
297,-159.50259_22.20252,84.0475540161
298,-159.56125_22.22290,90.4915771484
299,-159.49536_22.21305,75.7899703979
300,-159.43746_22.17940,96.6852111816
301,-159.42485_22.18704,86.49828338620001
302,-159.40826_22.21396,61.9933166504
303,-159.40755_22.21321,61.9933166504
304,-159.43119_22.21424,63.7307128906
305,-159.43127_22.21227,65.8148040771
306,-159.44454_22.22353,62.0675239563
307,-159.45694_22.19675,84.6473770142
308,-159.45191_22.19955,80.08016204829998
309,-159.45064_22.19725,81.3246841431
310,-159.45555_22.18906,90.35466766360001
311,-159.45536_22.18833,90.35466766360001
312,-159.43737_22.21668,63.6440048218
313,-159.49519_22.20403,80.8119659424
314,-159.49259_22.20376,80.70608520509998
315,-159.48538_22.21379,76.1427688599
316,-159.49698_22.21277,75.91637420649998
317,-159.49682_22.20931,78.2128829956
318,-159.49690_22.20906,78.2128829956
319,-159.49619_22.20464,80.8119659424
320,-159.49949_22.20303,83.3514938354
321,-159.49652_22.20705,79.60061645509998
322,-159.49596_22.20653,79.3613739014
323,-159.49213_22.20483,80.70608520509998
324,-159.49358_22.20400,80.70608520509998
325,-159.51685_22.20307,90.58660125729999
326,-159.49526_22.20438,80.8119659424
327,-159.55544_22.19795,110.83143615700001
328,-159.54715_22.20804,99.62069702149999
329,-159.54747_22.20841,97.7280044556
330,-159.40927_22.20806,67.0703735352
331,-159.54310_22.21081,93.1732406616
332,-159.54404_22.21090,94.4301681519
333,-159.54698_22.22271,84.2783355713
334,-159.54574_22.22263,83.5140991211
335,-159.54939_22.22169,87.40419769290001
336,-159.55280_22.22272,87.2933349609
337,-159.55209_22.22361,86.17420959469999
338,-159.55011_22.22383,85.1300201416
339,-159.55049_22.22390,85.1300201416
340,-159.55575_22.22282,88.30193328859998
341,-159.55553_22.22283,88.30193328859998
342,-159.54497_22.22072,85.7243881226
343,-159.54244_22.21710,89.1730651855
344,-159.49522_22.20470,80.8119659424
345,-159.49561_22.20418,80.8119659424
346,-159.38164_22.06077,69.5147399902
347,-159.38051_22.06202,69.9983520508
348,-159.36304_22.06278,61.0309715271
349,-159.36113_22.09688,66.31978607180001
350,-159.33556_22.09314,49.8062667847
351,-159.31967_22.08695,42.7781600952
352,-159.36630_22.06031,62.9196853638
353,-159.36663_22.06128,62.9196853638
354,-159.30923_22.14264,45.229412078900005
355,-159.43439_22.17299,103.578765869
356,-159.30017_22.13987,42.382705688499996
357,-159.30032_22.14007,42.382705688499996
358,-159.38457_22.06090,71.9181060791
359,-159.38584_22.20046,67.8138809204
360,-159.42005_22.19571,77.1901702881
361,-159.42887_22.21392,63.379135131800005
362,-159.55053_22.20915,100.625488281
363,-159.31986_22.08836,42.7781600952
364,-159.29961_22.14059,42.382705688499996
365,-159.30013_22.13966,42.382705688499996
366,-159.35448_22.09424,60.432079315200006
367,-159.35883_22.09583,64.4948120117
368,-159.40667_22.20953,65.2483825684
369,-159.37370_22.10169,82.68264770509998
370,-159.49967_22.20294,83.3514938354
371,-159.33991_22.05377,48.7351799011
372,-159.37810_22.05612,67.4851913452
373,-159.40987_22.20995,65.4421081543
374,-159.40792_22.21322,61.9933166504
375,-159.49657_22.21227,76.98778533939999
376,-159.36521_22.06122,61.8388023376
377,-159.36541_22.06068,61.8388023376
378,-159.33393_22.19288,44.927326202399996
379,-159.44210_22.22038,62.411289215100005
380,-159.30032_22.13885,42.382705688499996
381,-159.30073_22.13957,42.382705688499996
382,-159.30065_22.13940,42.382705688499996
383,-159.30046_22.14023,42.382705688499996
384,-159.29894_22.13939,42.382705688499996
385,-159.29830_22.13942,42.073329925500005
386,-159.30071_22.13991,42.382705688499996
387,-159.30091_22.13975,42.9310798645
388,-159.29565_22.13947,41.8019104004
389,-159.29861_22.14106,42.363388061500004
390,-159.29936_22.14115,42.363388061500004
391,-159.29920_22.14129,42.363388061500004
392,-159.29904_22.14144,42.363388061500004
393,-159.29850_22.14052,42.382705688499996
394,-159.29732_22.14018,42.073329925500005
395,-159.29771_22.13987,42.073329925500005
396,-159.30052_22.13923,42.382705688499996
397,-159.29875_22.14092,42.363388061500004
398,-159.29914_22.14031,42.382705688499996
399,-159.29908_22.13979,42.382705688499996
400,-159.29954_22.13925,42.382705688499996
401,-159.29677_22.13954,42.073329925500005
402,-159.29629_22.13942,42.073329925500005
403,-159.29967_22.13966,42.382705688499996
404,-159.29974_22.13986,42.382705688499996
405,-159.29980_22.14003,42.382705688499996
406,-159.29968_22.14025,42.382705688499996
407,-159.29809_22.13939,42.073329925500005
408,-159.30013_22.13897,42.382705688499996
409,-159.30805_22.14598,44.9635467529
410,-159.66291_22.04970,37.9299240112
411,-159.74393_21.98236,18.1735610962
412,-159.35380_22.19794,53.771320343
413,-159.40455_22.20223,69.7086868286
414,-159.29889_22.14080,42.363388061500004
415,-159.29864_22.13983,42.382705688499996
416,-159.29865_22.14001,42.382705688499996
417,-159.29838_22.14066,42.073329925500005
418,-159.29826_22.14081,42.0453109741
419,-159.29771_22.13928,42.073329925500005
420,-159.67387_22.10649,52.9993743896
421,-159.38612_22.05959,71.3897628784
422,-159.36698_22.07227,64.2397232056
423,-159.36639_22.07120,64.2397232056
424,-159.50056_22.20190,83.3514938354
425,-159.50571_22.20182,85.6429901123
426,-159.49324_22.20356,82.2793502808
427,-159.49661_22.20567,81.1237564087
428,-159.38982_22.06057,74.51384735109998
429,-159.38006_22.06175,69.5147399902
430,-159.37559_22.06117,67.2663650513
431,-159.37759_22.05998,68.3745346069
432,-159.31696_22.08727,42.0893058777
433,-159.31733_22.08717,42.0893058777
434,-159.37034_22.05786,63.6462173462
435,-159.37339_22.05896,65.7603378296
436,-159.38288_22.05460,69.2756347656
437,-159.34253_22.06056,50.2659988403
438,-159.34007_22.02762,45.7051773071
439,-159.31406_22.14682,47.3447647095
440,-159.42994_22.21408,63.7307128906
441,-159.38242_22.06296,71.17891693120002
442,-159.33575_22.05485,46.8750953674
443,-159.59918_22.10355,93.83358764649999
444,-159.68157_22.10771,50.8469848633
445,-159.67681_22.10426,51.761489868199995
446,-159.37252_22.07537,67.1516342163
447,-159.37159_22.07430,67.1516342163
448,-159.36981_22.07466,65.80908966060001
449,-159.49881_22.20287,83.3514938354
450,-159.49908_22.20268,83.3514938354
451,-159.49722_22.20550,81.1237564087
452,-159.50527_22.19942,86.95400238040001
453,-159.37237_22.07629,67.58950042720001
454,-159.38961_22.05957,73.90380096439999
455,-159.38955_22.06311,75.14752960209998
456,-159.38795_22.06182,73.1829910278
457,-159.38840_22.06114,73.1829910278
458,-159.38567_22.06078,71.9181060791
459,-159.39206_22.06145,75.8489151001
460,-159.39164_22.06237,76.5364074707
461,-159.38093_22.05610,68.5948867798
462,-159.37912_22.05946,67.9123687744
463,-159.37854_22.05960,67.9123687744
464,-159.31709_22.08923,42.3316192627
465,-159.31698_22.08940,42.3316192627
466,-159.31750_22.08461,41.9441757202
467,-159.37344_22.05823,65.7603378296
468,-159.37219_22.05870,64.69921875
469,-159.38485_22.05325,70.44384765630001
470,-159.38334_22.05441,69.2756347656
471,-159.34346_22.06027,50.2659988403
472,-159.34227_22.06044,50.2659988403
473,-159.37364_22.05394,64.9414138794
474,-159.37376_22.05365,64.9414138794
475,-159.37719_22.05408,65.9999084473
476,-159.37536_22.05359,65.9999084473
477,-159.37698_22.05566,66.412651062
478,-159.36945_21.99650,51.7023429871
479,-159.36729_22.05393,61.9087333679
480,-159.37088_22.05538,64.30811309810001
481,-159.37055_22.05461,63.913166046099995
482,-159.33540_22.08455,48.878944397
483,-159.32214_22.05999,43.067260742200006
484,-159.36123_22.06842,60.2953720093
485,-159.35677_22.07541,58.2617301941
486,-159.35741_22.07433,59.461578369099996
487,-159.50165_22.20075,86.13777923579998
488,-159.35963_22.10303,69.8470916748
489,-159.35916_22.10198,66.6363067627
490,-159.36098_22.09530,65.3095092773
491,-159.40740_22.20980,65.2483825684
492,-159.40754_22.20961,65.2483825684
493,-159.40281_22.21050,63.0668373108
494,-159.40458_22.21006,64.9725646973
495,-159.40448_22.20945,64.9725646973
496,-159.38650_22.05525,72.121887207
497,-159.39190_22.05717,74.6451873779
498,-159.39134_22.05647,74.6451873779
499,-159.39098_22.05612,74.6451873779
500,-159.39292_22.05570,74.6451873779
501,-159.36827_22.05938,63.6462173462
502,-159.36765_22.06194,62.9196853638
503,-159.37529_22.06182,67.2663650513
504,-159.37743_22.10255,90.4304962158
505,-159.37289_22.10204,82.68264770509998
506,-159.37734_22.10444,90.4304962158
507,-159.37853_22.10330,90.4304962158
508,-159.37057_22.09653,76.69649505619999
509,-159.36984_22.09714,74.436340332
510,-159.37029_22.09775,74.436340332
511,-159.35991_22.08833,62.7848129272
512,-159.36153_22.08864,64.3517608643
513,-159.40522_22.20719,66.55127716060001
514,-159.40541_22.20757,66.55127716060001
515,-159.39210_22.21036,62.5626411438
516,-159.39094_22.21196,61.013984680200004
517,-159.39394_22.20713,64.595993042
518,-159.42868_22.18647,87.18000030519998
519,-159.43233_22.18039,95.59735870360001
520,-159.50053_22.20244,83.3514938354
521,-159.50531_22.20192,84.76676177979999
522,-159.50462_22.20192,84.76676177979999
523,-159.32481_22.10290,46.7260780334
524,-159.32664_22.10482,48.1712036133
525,-159.32959_22.09872,47.746810913100006
526,-159.49823_22.20635,79.60061645509998
527,-159.36978_22.07676,66.1797103882
528,-159.36752_22.07848,65.1336364746
529,-159.35322_22.08215,57.5220298767
530,-159.35833_22.08109,59.8871421814
531,-159.35757_22.08356,60.2292747498
532,-159.35859_22.08410,60.2292747498
533,-159.30644_22.13490,44.4749298096
534,-159.30628_22.13440,44.4749298096
535,-159.30577_22.13431,44.4749298096
536,-159.30547_22.13437,44.4749298096
537,-159.30557_22.13478,44.4749298096
538,-159.30540_22.13554,44.4749298096
539,-159.30515_22.13489,43.6621513367
540,-159.30509_22.13467,43.6621513367
541,-159.30558_22.13348,44.4851989746
542,-159.30572_22.13389,44.4851989746
543,-159.30553_22.13393,44.4851989746
544,-159.30491_22.13410,43.6621513367
545,-159.31041_22.15086,45.6371841431
546,-159.37861_22.05860,67.9123687744
547,-159.34863_21.99361,42.288066864
548,-159.37851_22.05776,67.9123687744
549,-159.34046_22.05464,48.7351799011
550,-159.37040_22.10184,77.48101806639998
551,-159.34330_22.02562,46.1129798889
552,-159.33820_22.04737,47.341438293500005
553,-159.33925_22.04847,48.221618652299995
554,-159.33869_22.04864,47.492805481000005
555,-159.33351_22.05281,45.9943199158
556,-159.33424_22.05370,46.0435714722
557,-159.33583_22.05642,46.959804534899995
558,-159.34097_22.05422,48.7351799011
559,-159.33847_22.05480,47.74139785770001
560,-159.33738_22.05569,47.8625450134
561,-159.33922_22.05828,49.0346603394
562,-159.34136_22.05883,50.1145591736
563,-159.34446_22.05750,51.258251190200006
564,-159.34499_22.05927,51.258251190200006
565,-159.34546_22.05859,51.258251190200006
566,-159.34527_22.05812,51.258251190200006
567,-159.34629_22.05790,52.426357269300006
568,-159.34545_22.05632,51.062442779499996
569,-159.34513_22.05643,51.062442779499996
570,-159.34220_22.05709,49.9408340454
571,-159.34090_22.05696,48.8851966858
572,-159.34182_22.05291,49.5665779114
573,-159.34605_22.05420,51.987842559799994
574,-159.36599_22.05883,61.537887573199995
575,-159.36599_22.05709,61.2171020508
576,-159.37580_22.05579,66.412651062
577,-159.37663_22.05624,66.412651062
578,-159.37708_22.06109,67.2663650513
579,-159.37869_22.06063,68.3745346069
580,-159.37835_22.05613,67.4851913452
581,-159.36364_22.04759,59.0086784363
582,-159.36847_22.07537,65.80908966060001
583,-159.36893_22.05108,62.6071128845
584,-159.36840_22.05160,62.6071128845
585,-159.37035_22.05848,63.6462173462
586,-159.37072_22.05870,64.69921875
587,-159.38387_22.05452,69.2756347656
588,-159.38434_22.05624,70.9156341553
589,-159.36884_22.05472,62.9187698364
590,-159.38809_22.05970,72.6228561401
591,-159.39298_22.06344,76.5364074707
592,-159.39225_22.06471,77.310585022
593,-159.37020_22.05131,62.6071128845
594,-159.38318_22.05659,69.7206497192
595,-159.38127_22.05825,69.03135681149999
596,-159.38109_22.05938,69.03135681149999
597,-159.38060_22.06004,69.5147399902
598,-159.38930_22.05578,73.3837585449
599,-159.38838_22.05557,72.121887207
600,-159.38809_22.05549,72.121887207
601,-159.38737_22.05597,72.121887207
602,-159.31852_22.06540,42.1440658569
603,-159.32036_22.06470,42.536323547399995
604,-159.38120_22.07413,72.85294342039998
605,-159.38226_22.07827,76.2285385132
606,-159.54771_22.22242,84.2783355713
607,-159.54743_22.22232,84.2783355713
608,-159.38179_22.07734,75.25601959229999
609,-159.38169_22.07679,73.6539230347
610,-159.35884_22.07586,59.5726203918
611,-159.36408_22.08196,64.1423034668
612,-159.35924_22.08097,59.8871421814
613,-159.37189_22.08456,70.39170837399999
614,-159.36386_22.08852,66.08015441890001
615,-159.37954_22.07349,72.85294342039998
616,-159.36099_22.07255,60.5629043579
617,-159.36098_22.06933,60.4349212646
618,-159.36031_22.07051,60.4349212646
619,-159.36197_22.07072,61.6180648804
620,-159.37525_22.06994,68.9691238403
621,-159.36301_22.06607,61.259078979499996
622,-159.36484_22.06774,62.6096420288
623,-159.37731_22.09136,80.44789123539998
624,-159.36873_22.09533,73.0702209473
625,-159.37665_22.08160,72.0316925049
626,-159.31715_22.06914,41.9953842163
627,-159.31844_22.06762,42.0830383301
628,-159.32019_22.07426,42.3494949341
629,-159.31620_22.08279,41.3389282227
630,-159.31472_22.08314,41.3389282227
631,-159.31655_22.08283,41.8513679504
632,-159.32105_22.08547,43.334114074700004
633,-159.35516_22.08714,59.9041252136
634,-159.36117_22.09009,63.5531387329
635,-159.36046_22.08902,63.5531387329
636,-159.36368_22.09480,67.0854721069
637,-159.36033_22.09545,65.3095092773
638,-159.33918_22.09131,52.091152191199996
639,-159.33413_22.08626,47.800624847399995
640,-159.33995_22.08875,51.3757667542
641,-159.34760_22.09660,56.8805046082
642,-159.34733_22.09742,56.8805046082
643,-159.34129_22.09848,54.7854118347
644,-159.34478_22.09719,55.529209136999995
645,-159.34120_22.09026,51.7210960388
646,-159.34365_22.09579,55.529209136999995
647,-159.33971_22.09732,52.9727401733
648,-159.34072_22.09680,52.9727401733
649,-159.33642_22.09043,49.4700737
650,-159.32760_22.08585,44.9706611633
651,-159.33038_22.09687,48.3842468262
652,-159.33110_22.09496,48.009475708000004
653,-159.33081_22.09484,48.009475708000004
654,-159.31918_22.09694,43.918537139899996
655,-159.31821_22.09746,43.1967773438
656,-159.31675_22.09543,42.8871917725
657,-159.31611_22.08849,41.5080871582
658,-159.31459_22.08690,41.5080871582
659,-159.31646_22.08789,41.5080871582
660,-159.31927_22.08669,42.6040000916
661,-159.31993_22.08807,42.7781600952
662,-159.32014_22.08868,42.7781600952
663,-159.31920_22.08763,42.7781600952
664,-159.32241_22.08996,43.78262329100001
665,-159.32277_22.08926,43.78262329100001
666,-159.32246_22.08910,43.78262329100001
667,-159.32198_22.08867,43.5279426575
668,-159.32117_22.08849,43.5279426575
669,-159.32118_22.08898,43.5279426575
670,-159.32137_22.08904,43.78262329100001
671,-159.32160_22.09047,43.78262329100001
672,-159.31927_22.09171,43.2931861877
673,-159.31932_22.09202,43.2931861877
674,-159.32341_22.08899,44.318767547600004
675,-159.32399_22.08940,44.585430145299995
676,-159.32415_22.08952,44.585430145299995
677,-159.41072_22.20556,68.6892471313
678,-159.32542_22.09790,45.5217628479
679,-159.32580_22.09715,46.4196815491
680,-159.32667_22.09642,46.4196815491
681,-159.32470_22.09769,45.5217628479
682,-159.34326_22.10056,55.4417495728
683,-159.34412_22.10088,56.8510284424
684,-159.34441_22.10152,56.8510284424
685,-159.33929_22.10041,54.105136871300004
686,-159.33928_22.10074,54.105136871300004
687,-159.34004_22.10043,54.105136871300004
688,-159.34040_22.10272,54.7620925903
